name,phone,email,email_host,website,category,address,city,state,zip,country,google_rank,facebook_url,instagram_url,twitter_url,linkedin_url,googlestars,googlereviewscount,yelpstars,yelpreviewscount,facebookstars,facebookreviewscount,facebookpixel,googlepixel,criteopixel,seo_schema,googleanalytics,linkedinanalytics,uses_wordpress,mobilefriendly,uses_shopify,domain_registration,domain_expiration,domain_registrar,domain_nameserver,instagram_name,instagram_is_verified,instagram_is_business_account,instagram_media_count,instagram_highlight_reel_count,instagram_followers,instagram_following,instagram_category,instagram_average_likes,instagram_average_comments,ads_yelp,ads_facebook,ads_instagram,ads_messenger,ads_adwords,g_maps,g_maps_claimed,search_keyword,search_city
Yelibelly Chocolates,18177895563,class@yelibelly.com,outlook.com,http://yelibelly.com/,Chocolate shop,4500 Ratliff Ln #102,Addison,TX,75001,US,,,https://www.instagram.com/yelichocolate,https://www.twitter.com/yelichocolate,,4.9,59,,,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Yelibelly Chocolates,,1,1609,11,3516,583,Chocolate Shop,29,2,,,,,,"https://maps.google.com/maps/place/Yelibelly+Chocolates/@32.9703212,-96.8320078,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xF4056982EECBE162!8m2!3d32.9703212!4d-96.8320078",claimed,Restaurants,Addison
Addison Coffee Roasters,19724041145,coffee@addisoncoffee.com,onemail.net,http://www.addisoncoffee.com/,Coffee roasters,15012 Beltway Dr,Addison,TX,75001,US,,,,,https://www.linkedin.com/company/addison-coffee-roasters-inc,4.7,122,,,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Tucows Domains,emphasys.net,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Addison+Coffee+Roasters/@32.9516184,-96.8336212,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x3B82F21C94C00848!8m2!3d32.9516184!4d-96.8336212",claimed,Restaurants,Addison
Everett & Elaine,14697054525,yang@everettandelaine.com,google.com,http://www.everettandelaine.com/,Dessert shop,8356 Thompson Rd,Northlake,TX,76247,US,,,https://www.instagram.com/everettandelaine,,,5,30,,,,,n,n,n,y,n,n,n,y,y,1970-01-01,1970-01-01,Squarespace Domains Ii,googledomains.com,Everett & Elaine,,1,273,,1269,15,Shopping & retail,12,1,,,,,,https://g.page/Everettandelaine,claimed,Restaurants,Addison
Dolce Paradiso Bakery Cafe & Bistro,18178190061,dolce@dolceparadiso.net,outlook.com,https://www.dolceparadiso.net/,Restaurant,5030 Addison Cir,Addison,TX,75001,US,,,https://www.instagram.com/dolceparadisotx,,,4.7,322,4.4,72,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,"Dolce Paradiso Bakery,  Cafe & Bistro",,1,498,5,710,778,Restaurant,7,1,,,,,,"https://maps.google.com/maps/place/Dolce+Paradiso+Bakery,+Cafe,+&+Bistro/@32.961369,-96.82448,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xC18D185FBAC5A02B!8m2!3d32.961369!4d-96.82448",claimed,Restaurants,Addison
TKs Comedy,19458007668,jobs@tkscomedy.com,google.com,http://www.tkscomedy.com/,Comedy club,14854 Montfort Dr,Dallas,TX,75254,US,,,,,,4.7,1093,,,,,n,y,n,n,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/TKs+Comedy/@32.9505884,-96.817641,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xF895864AA23EA79C!8m2!3d32.9505884!4d-96.817641",claimed,Restaurants,Addison
Java and Hopps Cafe,12149640787,contact@javahoppscafe.com,google.com,http://javahoppscafe.com/,Coffee shop,4970 Addison Cir,Addison,TX,75001,US,,,,,,4.2,131,,,,,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Java+and+Hopps+Cafe/@32.9612606,-96.8265234,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x8AD52C43A6956768!8m2!3d32.9612606!4d-96.8265234",claimed,Restaurants,Addison
Jenis Splendid Ice Creams,14698385059,contact@jenis.com,google.com,https://jenis.com/scoop-shops/prestonwood-place/,Ice cream shop,5290 Belt Line Rd Suite 112 B,Addison,TX,75254,US,,,https://www.instagram.com/jenisicecreams,https://www.twitter.com/jenisicecreams,https://www.linkedin.com/company/jeni's-splendid-ice-creams,4.5,405,,,,,n,y,n,y,n,n,n,y,y,1970-01-01,1970-01-01,GoDaddy,cloudflare.com,Jeni's Splendid Ice Creams,1,1,4050,6,511430,953,Personal Goods & General Merchandise Stores,1145,29,,,,,1,"https://maps.google.com/maps/place/Jenis+Splendid+Ice+Creams/@32.9535665,-96.8166739,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xEA76EC7086E9DEE7!8m2!3d32.9535665!4d-96.8166739",claimed,Restaurants,Addison
Honey B Ham Company,19729606365,honeybhamdallas@gmail.com,google.com,http://www.honeybhamdallas.com/,Restaurant,2001 Midway Rd #100A,Carrollton,TX,75006,US,,,,,,4.1,16,,,,,n,y,n,n,n,n,n,y,n,1970-01-01,1970-01-01,Wix.com,wix.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Honey+B+Ham+Company/@32.9607132,-96.8393594,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xD52DA1195F2AD982!8m2!3d32.9607132!4d-96.8393594",claimed,Restaurants,Addison
Restaurant.Properties Group,19728995700,anderson@restaurant.properties,google.com,http://www.restaurant.properties/,Property Consultant,15305 Dallas Pkwy Suite 1200,Addison,TX,75001,US,,https://www.facebook.com/restaurant.properties,,https://www.twitter.com/dfwcommercialre,https://www.linkedin.com/in/texastenantrep,5,1,,,,,n,y,n,y,n,n,y,y,n,1970-01-01,1970-01-01,Tucows Domains,wix.com,,,,,,,,,,,,,,,,https://g.page/RestaurantProperties,claimed,Restaurants,Addison
BestofGuide,19727891689,tammanystern@bestofguide.com,proofpoint.com,https://www.bestofguide.com/,Marketing agency,4819 Keller Springs Rd,Addison,TX,75001,US,,,https://www.instagram.com/bogrewards,https://www.twitter.com/bestofguide,,4.4,8,,,,,n,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,BestOfGuide,,1,4899,10,2356,2421,Shopping & retail,2,,,,,,,"https://maps.google.com/maps/place/BestofGuide/@32.9689971,-96.8297644,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xE2AEADBEFD38591A!8m2!3d32.9689971!4d-96.8297644",claimed,Restaurants,Addison
The Point On Midway,19724843470,info@themidwaypoint.com,outlook.com,https://www.themidwaypoint.com/,American restaurant,14831 Midway Rd,addison,TX,75001,US,,,,,,,,,,,,n,n,n,n,n,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,,,Restaurants,Addison
D J's Taco Express,14693733538,info@djstacos.com,dreamhost.com,http://djstacos.com/,Restaurant,16601 Addison Rd,Addison,TX,75001,US,,,,,,4.2,174,,,,,n,n,n,n,n,n,n,n,n,1970-01-01,1970-01-01,Dreamhost,dreamhost.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/D+J's+Taco+Express/@32.977432250977,-96.831047058105,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x5383270CEDE41B8C!8m2!3d32.977432250977!4d-96.831047058105",unclaimed,Restaurants,Addison
Lawry's the Prime Rib,19725036688,vsilvera@lawrysonline.com,proofpoint.com,https://lawrysonline.com/lawrys-the-prime-rib-dallas,Steakhouse,14655 Dallas Pkwy,Dallas,TX,75254,US,,,https://www.instagram.com/lawrystheprimerib,https://www.twitter.com/lawrysprimerib,https://www.linkedin.com/company/lawry's-the-prime-rib,4.5,4413,,,,,y,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Register.com - Network Solutions,register.com,Lawry's The Prime Rib,1,1,1570,9,70244,4155,Steakhouse,2744,238,,,,,,https://g.page/Lawrys-Beverly-Hills,unclaimed,Restaurants,Addison
Pera Turkish Kitchen,19722674444,barbjohnsonmpls@gmail.com,google.com,https://mnpera.org/,Restaurant,17479 Preston Rd,Dallas,TX,75252,US,,,,https://www.twitter.com/minnesotapera,,3.7,29,,,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Network Solutions,state.mn.us,,,,,,,,,,,,,,,,https://g.page/mnpera,unclaimed,Restaurants,Addison
Rice Kitchen,19727350909,ricekitchendallas@gmail.com,google.com,https://ricekitchendallas.wordpress.com/location/,Chinese restaurant,4727 Frankford Rd Ste 405,Dallas,TX,75287,US,,https://www.facebook.com/ricekitchendallas,,,,,,,,4,22,n,y,y,y,y,n,y,n,n,1970-01-01,1970-01-01,Markmonitor,ladouble7.wordpress.com,,,,,,,,,,,,,,,,,,Restaurants,Addison
DJ's Steakhouse,14699140094,djssteakhousetx@gmail.com,google.com,http://www.djssteakhouse.com,Steakhouses,14925 Midway Rd Ste 101,Addison,TX,75001,US,,,,,,,,3,221,,,n,y,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,wix.com,,,,,,,,,,,,,,,,,,Restaurants,Addison
Chips & Salsa,14698149679,chipssalsatexmex@gmail.com,google.com,https://chipsandsalsatexmex.com,Mexican,2001 Midway Rd Ste 132,Carrollton,TX,75006,US,,,,,,4,374,3.7,7,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,cloudflare.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Chips+&+Salsa/@32.961862922672,-96.838947615113,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x42B1CA280709FD58!8m2!3d32.961862922672!4d-96.838947615113",claimed,Restaurants,Addison
La Nueva De Zacatecas Tortillerias,14698026849,juanlapurisima01@gmail.com,google.com,https://lanuevadezacatecastortillerias.com,Mexican,14902 Preston Rd,Dallas,TX,75254,US,,,,,,4,610,4.3,92,,,n,n,n,n,y,n,n,y,n,1970-01-01,1970-01-01,Namecheap,registrar-servers.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/La+Nueva+De+Zacatecas+Tortillerias/@32.9511689,-96.8010655,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x677E2EFA5D4B2E95!8m2!3d32.9511689!4d-96.8010655",claimed,Restaurants,Addison
Nem Spring Roll Bar,12142428430,contact@nemspringrollbar.com,mailgun.com,https://nemspringrollbar.com,Asian Fusion,5290 Belt Line Rd Ste 114,Dallas,TX,75254,US,,,https://www.instagram.com/nemspringrollbar,,,4.9,139,4.7,63,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Squarespace Domains,googledomains.com,NEM Springroll Bar,,1,14,1,1710,,Asian Restaurant,131,5,,,,,,"https://maps.google.com/maps/place/Nem+Spring+Roll+Bar/@32.953560941985,-96.81660695827,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xC88138FA466EEE95!8m2!3d32.953560941985!4d-96.81660695827",claimed,Restaurants,Addison
Greek Isles Grille & Taverna,12144848635,greek.isles@greekislesgrille.com,cloudaccess.net,http://greekislesgrille.com,Mediterranean,5934 Royal Ln Ste 120,Dallas,TX,75230,US,,,,,,4.6,247,4.4,143,,,n,n,n,n,n,n,y,y,n,1970-01-01,1970-01-01,Network Solutions,gridfast.net,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Greek+Isles+Grille+&+Taverna/@32.8944178,-96.8054601,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xDC1D85DBC32F31F4!8m2!3d32.8944178!4d-96.8054601",claimed,Restaurants,Addison
Comidas Rx,12142148226,info@latinoculinary.org,aplus.net,http://comidasrx.com,Comfort Food,5005 Lbj Fwy Ste 120,Dallas,TX,75244,US,,,,,,,,4.5,2,,,n,y,n,n,n,n,n,y,n,1970-01-01,1970-01-01,Wix.com,wix.com,,,,,,,,,,,,,,,,,,Restaurants,Addison
Jacked Up BBQ,12147718216,jackedupq@gmail.com,google.com,https://www.jackedupbbq.com,Food Trucks,,Dallas,TX,75001,US,,https://www.facebook.com/jackedupbbq,https://www.instagram.com/jackedupq,,,,,5,4,5,5,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Squarespace Domains Ii,googledomains.com,Jacked Up BBQ,,1,29,,175,79,Caterer,16,1,,,,,,,,Restaurants,Addison
Pastelitos Lolo’s,13462578533,,,http://orderpastelitoslolo.com/,Venezuelan,2760 E Trinity Mls Rd Ste 103,Carrollton,TX,75006,US,,,https://www.instagram.com/pastelitoslolos,,,4.5,267,4.7,7,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,Ionos Se,ui-dns.biz,Daniel Gonzalo Febres Cordero,,1,446,5,9172,2006,Digital creator,15,,,,,,,"https://maps.google.com/maps/place/Pastelitos+Lolo’s/@32.985794702898,-96.857319641911,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xEDEEC06CA1554C04!8m2!3d32.985794702898!4d-96.857319641911",claimed,Restaurants,Addison
Lakefront Grill,14699337778,dbailey@littleelm.org,proofpoint.com,https://lakefrontlittleelm.com/,Grill,701 W Eldorado Pkwy,Little Elm,TX,75068,US,2,,https://www.instagram.com/lakefrontlittleelm,https://www.twitter.com/lakefrontle,,4.3,45,,,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,The Lakefront at Little Elm,,1,1176,2,13634,121,Local Events,25,1,,,,,,https://g.page/lakefrontgrill,claimed,Restaurants,Little Elm
Hydrous Wake Park,12143101105,info@hydrouswakeparks.com,google.com,http://www.hydrouswakeparks.com/,Water park,280 E Eldorado Pkwy,Little Elm,TX,75068,US,,,https://www.instagram.com/hydrouswakeparks,,https://www.linkedin.com/company/hydrous-wake-parks,4.4,255,,,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Hydrous Wake Parks,,1,1100,9,11326,852,Water Park,74,3,,,,,,https://g.page/hydrouswakeparks,claimed,Restaurants,Little Elm
Monk’s Indian food,19723479511,monksaubrey.info@gmail.com,google.com,https://www.monksaubrey.com/,Restaurant,26735 US-380,Aubrey,TX,76227,US,,,https://www.instagram.com/themonksaubrey,,,4.1,1117,,,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,dns-parking.com,Monks Aubrey - Indian Fusion,,1,100,,487,53,Restaurant,16,,,,,,,"https://maps.google.com/maps/place/Monk’s+Indian+food/@33.2215499,-96.9356231,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x3A55092659756C38!8m2!3d33.2215499!4d-96.9356231",claimed,Restaurants,Little Elm
Margarita Hut To Go,14693626622,rogerthat@margaritahut.net,outlook.com,http://margaritahut.net/,Bar,850 W Eldorado Pkwy #900,Little Elm,TX,75068,US,,,https://www.instagram.com/margaritahut_littleelm,,,4.7,347,,,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Margarita Hut To-Go,,1,735,8,2911,591,,20,9,,,,,,"https://maps.google.com/maps/place/Margarita+Hut+To+Go/@33.1552098,-96.9450116,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x9BF15EF2907214E4!8m2!3d33.1552098!4d-96.9450116",claimed,Restaurants,Little Elm
Legacy Plumbing,19729870753,info@legacyplumbing.net,proofpoint.com,https://legacyplumbing.net/,Plumber,1101 E Eldorado Pkwy,Little Elm,TX,75068,US,,,,https://www.twitter.com/legacyplumbing,https://www.linkedin.com/company/legacy-plumbing-inc-,5,2484,,,,,y,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Csc Corporate Domains,cscdns.net,,,,,,,,,,,,,,,,https://g.page/legacy-plumbing-little-elm,claimed,Restaurants,Little Elm
Hareli Fresh Market Frisco Main St,14699807222,info@harelifm.com,outlook.com,http://harelifm.com/,Indian Grocery Shop,2525 Main St #430,Frisco,TX,75036,US,,,,,,4.4,1469,,,,,n,n,n,n,n,n,n,n,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Hareli+Fresh+Market+Frisco+Main+St/@33.1523689,-96.8679422,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xC7F1D4B7CBD8FA30!8m2!3d33.1523689!4d-96.8679422",claimed,Restaurants,Little Elm
Little Elm Area Food Bank,19722944061,thefoodbank@aol.com,aol.com,http://www.leafb.org/,Foodbank,501 Bill St,Little Elm,TX,75068,US,,,,,,4.7,98,,,,,n,n,n,n,n,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Little+Elm+Area+Food+Bank/@33.1517852,-96.9463851,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xBFF684710FB88275!8m2!3d33.1517852!4d-96.9463851",claimed,Restaurants,Little Elm
Almost Home Taphouse,12149353223,almosthometaphouse@gmail.com,google.com,http://www.almosthometaphouse.com/,Bar,850 W Eldorado Pkwy #700,Little Elm,TX,75068,US,,https://www.facebook.com/almosthometaphouse,https://www.instagram.com/almost_home_taphouse,,https://www.linkedin.com/company/almost-home-taphouse,4.8,89,,,5,8,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Tucows Domains,siteground.net,Almost Home Taphouse,,1,1400,4,667,435,Bar,3,,,,,,,"https://maps.google.com/maps/place/Almost+Home+Taphouse/@33.155304,-96.944902,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xD6945D9615E7C77B!8m2!3d33.155304!4d-96.944902",claimed,Restaurants,Little Elm
Wing Dash,14694812032,contact@wingdashtx.com,mailerhost.net,https://wingdashtx.com/,Chicken wings restaurant,26745 E University Dr #102,Aubrey,TX,76227,US,,,,,,3.7,217,3.7,40,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,Domainsinthebag.com,giantpanda.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Wing+Dash/@33.2213745,-96.9321899,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x647F540CCA85D0A7!8m2!3d33.2213745!4d-96.9321899",claimed,Restaurants,Little Elm
Outta Bounds Bar & Grill,12146181701,ankit@tailgaterstx.com,outlook.com,https://outtaboundstx.com/,Restaurant,2833 Eldorado Pkwy #300,Little Elm,TX,75068,US,,https://www.facebook.com/294832823715031,https://www.instagram.com/outtaboundslittleelm,,,3.7,178,,,,,n,y,n,n,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Outta Bounds,,1,373,1,90,24,Sports Bar,1,,,,,,,"https://maps.google.com/maps/place/Outta+Bounds+Bar+&+Grill/@33.1764743,-96.8858584,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xFE8BFB394B578806!8m2!3d33.1764743!4d-96.8858584",claimed,Restaurants,Little Elm
Eldora at The Elm - Rooftop Bar & Lounge,12146180700,hello@theelmhotel.com,google.com,http://theelmhotel.com/,Cocktail bar,301 E Eldorado Pkwy 4th Floor,Little Elm,TX,75068,US,56,,,,,4.6,14,,,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,Dynadot,cloudflare.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Eldora+at+The+Elm+-+Rooftop+Bar+&+Lounge/@33.1635256,-96.934703,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x825614DA17F6B8EC!8m2!3d33.1635256!4d-96.934703",claimed,Restaurants,Little Elm
Poached Brunch House,19722929072,poachedbrunch25@gmail.com,google.com,http://www.poachedfrisco.com/,Brunch restaurant,1612 FM 423 #300,Frisco,TX,75033,US,,,https://www.instagram.com/poachedbrunchhousefrisco,,,4.5,914,,,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Wix.com,wix.com,Poached Brunch House - Frisco,,1,70,19,1455,509,Breakfast & Brunch Restaurant,12,1,,,,,,"https://maps.google.com/maps/place/Poached+Brunch+House/@33.154661,-96.8913604,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x73B08C747102CBAE!8m2!3d33.154661!4d-96.8913604",claimed,Restaurants,Little Elm
Veg Vihaar,12144076024,vegvihaar@gmail.com,google.com,http://www.vegvihaar.com/,Restaurant,3010 FM 423 #500,Little Elm,TX,75068,US,,https://www.facebook.com/vegvihaar,https://www.instagram.com/vegvihaar,,,4.3,1090,4.1,35,,2,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Veg Vihaar,,1,699,12,635,6,Restaurant,1,1,,,,,,"https://maps.google.com/maps/place/Veg+Vihaar/@33.1876071,-96.887604,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xFFFFA2E1D863D185!8m2!3d33.1876071!4d-96.887604",claimed,Restaurants,Little Elm
Hifi Bros - Indian Pizza Burgers & Biryani,14695795046,sales@hifibroskitchen.com,google.com,http://hifibroskitchen.com/,Indian restaurant,407 W Eldorado Pkwy suite 140,Little Elm,TX,75068,US,,,,,,4.8,194,,,,,n,n,n,y,n,n,y,y,n,1970-01-01,1970-01-01,Squarespace Domains Ii,googledomains.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Hifi+Bros+-+Indian+Pizza,+Burgers+&+Biryani/@33.1577501,-96.9431603,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x12A07BD426CE1B09!8m2!3d33.1577501!4d-96.9431603",claimed,Restaurants,Little Elm
In The Cut Cafe,19403361186,info@truckersparadise.com,protonmail.ch,http://www.truckersparadise.com/,Takeaway,4321 I-35,Gainesville,TX,76240,US,,https://www.facebook.com/truckerparadiseusa,https://www.instagram.com/truckersparadiseusa,,,4.6,9,,,2.5,12,y,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Truckers Paradise,,1,246,1,441,79,Shopping & retail,5,,,,,,,"https://maps.google.com/maps/place/In+The+Cut+Cafe/@33.678193,-97.1570466,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x6C41B69821E9E1B6!8m2!3d33.678193!4d-97.1570466",claimed,Restaurants,Little Elm
Little Elm Park,19727313296,lerc@littleelm.org,proofpoint.com,https://www.littleelm.org/201/Little-Elm-Park,Park and Garden,701 W Eldorado Pkwy,Little Elm,TX,75068,US,,,https://www.instagram.com/littleelmtx,https://www.twitter.com/littleelmtx,https://www.linkedin.com/company/town-of-little-elm,4.6,5532,,,,,n,y,n,n,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Town of Little Elm,1,1,515,3,21835,66,Government organization,4400,53,,,,,,"https://maps.google.com/maps/place/Little+Elm+Park/@33.160549200000005,-96.94524849999999,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x1021820D754D613B!8m2!3d33.160549200000005!4d-96.94524849999999",claimed,Restaurants,Little Elm
Tj Golden Bowl,19722929555,tjgoldenbowl@gmail.com,google.com,https://tjgoldenbowl.com/,Asian restaurant,2750 Little Elm Pkwy suite 500,Little Elm,TX,75068,US,,,,,,4.8,92,,,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Tj+Golden+Bowl/@33.1684569,-96.8920352,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x668157595B8F9B87!8m2!3d33.1684569!4d-96.8920352",claimed,Restaurants,Little Elm
Happy Morning,14692005034,gabrielv240466@gmail.com,google.com,https://happymorningbreakfast.com/,Brunch restaurant,1710 FM 423 Suite 100,Frisco,TX,75034,US,,,,,,4.5,399,4.2,62,,,n,y,n,n,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Happy+Morning/@33.1573652,-96.8915679,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xC67AA00F03F6B410!8m2!3d33.1573652!4d-96.8915679",claimed,Restaurants,Little Elm
Jbs Taqueria,12148518545,zingmyorder@gmail.com,google.com,https://jbs-kitchen.site/,Mexican restaurant,3885 W Eldorado Pkwy,Little Elm,TX,75068,US,,,,,,4.7,11,,,,,n,n,n,n,y,n,n,y,n,1970-01-01,1970-01-01,Namecheap,registrar-servers.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Jbs+Taqueria/@33.1418825,-96.9848474,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xAE03C67E07248FC6!8m2!3d33.1418825!4d-96.9848474",claimed,Restaurants,Little Elm
Huq Up,14697241846,info@huqup380.com,hostinger.com,http://huqup380.com/,Shisha bar,27052 E University Dr Suite 100,Little Elm,TX,75068,US,,,,,,,,,,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,"Hostinger Operations, Uab",dns-parking.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Huq+Up/@33.2190507,-96.9046827,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xE2F2421124B04DC9!8m2!3d33.2190507!4d-96.9046827",claimed,Restaurants,Little Elm
Draft House Bar & Grill,19729874737,drafthouselittleelm@gmail.com,google.com,https://drafthouselittleelm.com/,Restaurant,2700 E Eldorado Pkwy Ste 250,Little Elm,TX,75068,US,,https://www.facebook.com/drafthousebarandgrill,,https://www.twitter.com/drafthousetx,,,,,,4.5,633,n,n,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Gname 123,cloudflare.com,,,,,,,,,,,,,,,,,,Restaurants,Little Elm
Savory Kitchen&Bar,19727043497,chefd.catering@yahoo.com,yahoo.com,https://savorykitchendfw.com/,American restaurant,800 W Eldorado Pkwy,Little Elm,TX,75068,US,,,https://www.instagram.com/savory_kitchen_dfw,,,,,,,,,n,y,n,n,y,n,n,y,n,1970-01-01,1970-01-01,Squarespace Domains Ii,googledomains.com,Savory Kitchen,,1,124,,2690,306,American Restaurant,11,1,,,,,,,,Restaurants,Little Elm
3 Flights up Taps&Tacos,12146181631,beer@3flightsup.com,outlook.com,https://3flightsup.com/,Beer bar,2832 E Eldorado Pkwy,Little Elm,TX,75068,US,,https://www.facebook.com/3flightsuptapsandtacos,https://www.instagram.com/3flightsuptapsandtacos,,,,,,,5,566,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,3 Flights Up Taps & Tacos,,1,651,2,1232,206,Restaurant,7,,,,,,,,,Restaurants,Little Elm
Studio 720 Salon,19722940208,studio720mgmt@gmail.com,google.com,https://www.studio720salon.com/,Hair salon,2700 E Eldorado Pkwy Ste 102,Little Elm,TX,75068,US,,https://www.facebook.com/studio720salon,https://www.instagram.com/rob.rodr.88,,,4.8,397,,,5,50,n,n,n,y,n,n,y,y,n,1970-01-01,1970-01-01,Tucows Domains,squarespacedns.com,Roberto Rodriguez | Crafted Haircuts & Color Frisco,,1,258,8,1124,3045,Hair Salon,22,2,,,,,,"https://maps.google.com/maps/place/Studio+720+Salon/@33.177879333496,-96.890502929688,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xC3E7B174FEEF8716!8m2!3d33.177879333496!4d-96.890502929688",unclaimed,Restaurants,Little Elm
